book_title,book_authors,book_format,book_isbn,book_pages,book_rating,book_rating_count
Suite Française,Irène Némirovsky|Sandra Smith,Paperback,978315743023,431 ,3.83,53772
Vicious,V.E. Schwab|Victoria Schwab,Hardcover,978315743024,368 ,4.29,44406
The Hidden Oracle,Rick Riordan,Hardcover,978315743025,376 ,4.29,72582
The Hero and the Crown,Robin McKinley,Mass Market Paperback,978315743026,240 ,4.21,47138
Less Than Zero,Bret Easton Ellis,Paperback,978315743027,208 ,3.59,55816
Winter of the World,Ken Follett,Hardcover,978315743028,940 ,4.31,102798
Legend,David Gemmell,Mass Market Paperback,978315743029,345 ,4.26,23482
The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,Hardcover,978315743030,168 ,4.14,135307
When You Reach Me,Rebecca Stead,Hardcover,978315743031,199 ,4.08,75456
Fire Study,Maria V. Snyder,Paperback,978315743032,441 ,3.94,48665
Feed,Mira Grant,Mass Market Paperback,978315743033,599 ,3.86,46174
My Soul to Take,Rachel Vincent,Paperback,978315743034,279 ,3.88,39167
The Icebound Land,John Flanagan,Hardcover,978315743035,266 ,4.23,58372
Apollyon,Jennifer L. Armentrout,Paperback,978315743036,343 ,4.4,37786
Daddy-Long-Legs,Jean Webster,Hardcover,978315743037,249 ,4.1,33158
The Book of Occult,Simon W. Clark,Paperback,978315743038,336 ,3.91,217
The Invisible Game: The Mindset of a Winning Team,Zoltan Andrejkovics,Paperback,978315743039,190 ,4.45,142
Roadside Picnic,Arkady Strugatsky|Boris Strugatsky|Theodore Sturgeon|Antonina W. Bouis,Paperback,978315743040,145 ,4.19,29841
A Mango-Shaped Space,Wendy Mass,Paperback,978315743041,221 ,4.22,24813
Americanah,Chimamanda Ngozi Adichie,Hardcover,978315743042,477 ,4.29,175034
The Lost Colony,Eoin Colfer,Hardcover,978315743043,385 ,4,135839
The Dark Is Rising Sequence,Susan Cooper,Paperback,978315743044,1148 ,4.29,13852
The Sorcerer in the North,John Flanagan,Paperback,978315743045,304 ,4.26,51502
Spellbound in His Arms,Angel Sefer,Paperback,978315743046,194 ,3.96,332
The Dark Elf Trilogy Collector's Edition,R.A. Salvatore,Paperback,978315743047,808 ,4.34,23704
The Bookseller of Kabul,Åsne Seierstad|Ingrid Christopherson,Paperback,978315743048,288 ,3.76,36877
The Woman in the Dunes,Kōbō Abe|E. Dale Saunders,Paperback,978315743049,256 ,3.91,16404
9-Nov,Colleen Hoover,Paperback,978315743050,310 ,4.38,74913
تراب الماس,أحمد مراد,Paperback,978315743051,389 ,4.07,48474
Hate List,Jennifer Brown,Hardcover,978315743052,405 ,4.03,48591
My Side of the Mountain,Jean Craighead George,Paperback,978315743053,192 ,4.04,54984
La Dame aux Camélias,Alexandre Dumas fils|David Coward,Paperback,978315743054,256 ,3.98,26251
Silver Shadows,Richelle Mead,Hardcover,978315743055,380 ,4.36,46582
Underworld,Don DeLillo,Paperback,978315743056,827 ,3.92,24150
Embrace,Jessica Shirvington,Paperback,978315743057,382 ,4,24264
Doctor Sleep,Stephen King,Hardcover,978315743058,531 ,4.1,133258
Kürk Mantolu Madonna,Sabahattin Ali,Paperback,978315743059,160 ,4.46,28070
Dreams of Gods & Monsters,Laini Taylor,Hardcover,978315743060,613 ,4.22,67826
Guess How Much I Love You,Sam McBratney|Anita Jeram,Board book,978315743061,20 ,4.36,114780
Thief of Time,Terry Pratchett,Paperback,978315743062,378 ,4.26,52361
The Grapes of Wrath,John Steinbeck,Paperback,978315743063,455 ,3.94,617150
River Secrets,Shannon Hale,Hardcover,978315743064,290 ,4.04,31431
Playing for Keeps,R.L. Mathewson,Paperback,978315743065,220 ,4.07,97516
Memories of Ice,Steven Erikson,Mass Market Paperback,978315743066,920 ,4.4,37896
The Oresteia,Aeschylus|Robert Fagles|William Bedell Stanford,Paperback,978315743067,335 ,4,30363
13 Little Blue Envelopes,Maureen Johnson,Paperback,978315743068,322 ,3.64,73983
Bitterblue,Kristin Cashore,Hardcover,978315743069,576 ,4.01,87661
Furies of Calderon,Jim Butcher,Paperback,978315743070,504 ,4.13,82842
Dreamcatcher,Stephen King|William Olivier Desmond|Maria Teresa Marenco,Paperback,978315743071,688 ,3.61,134817
The Immortals of Meluha,Amish Tripathi,Paperback,978315743072,436 ,4.04,81132
White Hot Kiss,Jennifer L. Armentrout,Kindle Edition,978315743073,388 ,4.27,35834
Rubáiyát of Omar Khayyám,Omar Khayyám|Edward FitzGerald,Paperback,978315743074,52 ,4.18,15364
Archangel's Kiss,Nalini Singh,Mass Market Paperback,978315743075,323 ,4.24,43413
Death Comes for the Archbishop,Willa Cather,Paperback,978315743076,297 ,3.89,25349
Tara Road,Maeve Binchy,Paperback,978315743077,648 ,3.89,67118
Storm Born,Richelle Mead,Mass Market Paperback,978315743078,361 ,3.9,27955
Written in My Own Heart's Blood,Diana Gabaldon,Hardcover,978315743079,825 ,4.51,74659
The Winter Sea,Susanna Kearsley,Hardcover,978315743080,527 ,4.08,52413
Rooftops of Tehran,Mahbod Seraji,Paperback,978315743081,348 ,4.04,6303
Magyk,Angie Sage,Hardcover,978315743082,564 ,3.81,97955
Found,Margaret Peterson Haddix,Hardcover,978315743083,320 ,3.98,35027
As a Man Thinketh,James Allen,Hardcover,978315743084,80 ,4.29,45067
NOS4A2,Joe Hill,Hardcover,978315743085,692 ,4.06,71080
Kristin Lavransdatter,Sigrid Undset|Tiina Nunnally|Brad Leithauser|Ieva Celmiņa,Paperback,978315743086,1144 ,4.28,7228
The Killing Dance,Laurell K. Hamilton,Hardcover,978315743087,368 ,4.12,63179
Going Too Far,Jennifer Echols,Paperback,978315743088,245 ,3.93,37897
Mostly Harmless,Douglas Adams,Mass Market Paperback,978315743089,240 ,3.97,92359
The Eternity Code,Eoin Colfer,Paperback,978315743090,352 ,4.04,108426
Musashi,Eiji Yoshikawa|Charles Terry|Edwin O. Reischauer,Hardcover,978315743091,970 ,4.45,12363
Marina,Carlos Ruiz Zafón,Paperback,978315743092,238 ,4.01,30434
Post Office,Charles Bukowski,Paperback,978315743093,208 ,3.99,77035
Keys to the Demon Prison,Brandon Mull,Hardcover,978315743094,593 ,4.42,65311
The Best of Me,Nicholas Sparks,Hardcover,978315743095,292 ,3.92,128969
The Forsyte Saga,John Galsworthy,Paperback,978315743096,872 ,4.16,17007
The Bone People,Keri Hulme,Paperback,978315743097,450 ,4.06,17692
The Time Keeper,Mitch Albom,Hardcover,978315743098,224 ,3.85,87386
Fruzzle's Mystery Talent: A Bed Time Fantasy Story for Children ages 3-10,Karen Brueggeman|Briana Paddock|Bryan Brueggeman,Kindle Edition,978315743099,48 ,4.46,70
The Maze of Bones,Rick Riordan,Hardcover,978315743100,220 ,3.84,67790
Written in Red,Anne Bishop,Hardcover,978315743101,433 ,4.28,40892
Keeper of the Lost Cities,Shannon Messenger,Hardcover,978315743102,496 ,4.47,13806
Travesuras de la niña mala,Mario Vargas Llosa,Paperback,978315743103,384 ,4.05,22458
Defending Jacob,William Landay,Hardcover,978315743104,421 ,3.98,224497
Radiant Shadows,Melissa Marr,Hardcover,978315743105,340 ,3.97,35892
Have a Little Faith: a True Story,Mitch Albom,Hardcover,978315743106,249 ,4.17,67840
Hourglass,Claudia Gray,Hardcover,978315743107,339 ,3.79,42261
The Sweetness at the Bottom of the Pie,Alan Bradley,Hardcover,978315743108,374 ,3.81,121071
Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,Paperback,978315743109,464 ,4.41,15499
The Moses Expedition,Juan Gomez-Jurado|A.V. Lebrón,Hardcover,978315743110,386 ,3.67,2016
The Arctic Incident,Eoin Colfer,Paperback,978315743111,277 ,3.95,121576
Song Bird: Matters of the Heart,Christine M. Knight,Paperback,978315743112,304 ,4.59,39
A Series of Unfortunate Events Box: The Complete Wreck,Lemony Snicket|Brett Helquist,Hardcover,978315743113,324 ,4.29,13180
The Discovery of Heaven,Harry Mulisch|Paul Vincent,Paperback,978315743114,730 ,4.17,10314
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell|Patrick Robinson,Hardcover,978315743115,390 ,4.35,64493
"South of the Border, West of the Sun",Haruki Murakami|Philip Gabriel,Paperback,978315743116,190 ,3.87,69410
Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,Hardcover,978315743117,288 ,3.75,147491
Warbreaker,Brandon Sanderson,ebook,978315743118,688 ,4.24,80125
Desert Solitaire,Edward Abbey,Paperback,978315743119,337 ,4.22,33155
The Meat Market,James Chalk,Kindle Edition,978315743120,123 ,3.64,412
Le Morte d'Arthur: King Arthur and the Legends of the Round Table,Thomas Malory|Keith Baines|Robert Graves,Mass Market Paperback,978315743121,512 ,3.92,31638
Midnight,L.J. Smith,Hardcover,978315743122,567 ,3.79,24197
Death in Venice,Thomas Mann|Michael Henry Heim|Michael Cunningham,Paperback,978315743123,160 ,3.74,28314
Carry On,Rainbow Rowell,Paperback,978315743124,518 ,4.21,122294
Deliverance,James Dickey,Paperback,978315743125,288 ,3.87,27529
Beneath This Man,Jodi Ellen Malpas,Kindle Edition,978315743126,452 ,4.3,78668
Sundays at Tiffany's,James Patterson|Gabrielle Charbonnet,Hardcover,978315743127,309 ,3.75,61721
Virals,Kathy Reichs|Brendan Reichs,Hardcover,978315743128,454 ,3.94,34056
Dreamless,Josephine Angelini,Hardcover,978315743129,487 ,4.19,36402
Dragon Slippers,Jessica Day George,Hardcover,978315743130,324 ,4.23,24235
The Wrath and the Dawn,Renee Ahdieh,Hardcover,978315743131,404 ,4.17,85080
The Portable Dorothy Parker,Dorothy Parker|Brendan Gill,Paperback,978315743132,610 ,4.34,10740
UnWholly,Neal Shusterman,ebook,978315743133,416 ,4.25,42101
Lost Horizon,James Hilton,Paperback,978315743134,241 ,3.91,14711
Island,Aldous Huxley,Paperback,978315743135,354 ,3.87,19292
Fierce Invalids Home from Hot Climates,Tom Robbins,Paperback,978315743136,445 ,4.02,24845
A Wild Sheep Chase,Haruki Murakami|Alfred Birnbaum,Paperback,978315743137,353 ,3.94,72621
V.,Thomas Pynchon|Carlos Martín Ramírez,Mass Market Paperback,978315743138,640 ,3.96,17365
Homeland,R.A. Salvatore,Mass Market Paperback,978315743139,343 ,4.27,61317
Raised by Wolves,Jennifer Lynn Barnes,Hardcover,978315743140,432 ,3.94,26430
Taking Chances,Molly McAdams,Kindle Edition,978315743141,432 ,3.86,44063
Seraphina,Rachel Hartman,Hardcover,978315743142,499 ,3.97,67607
The Black Obelisk,Erich Maria Remarque,Paperback,978315743143,448 ,4.35,8143
Midnight Awakening,Lara Adrian,Mass Market Paperback,978315743144,369 ,4.25,38062
Froi of the Exiles,Melina Marchetta,Paperback,978315743145,593 ,4.29,15523
Pygmalion,George Bernard Shaw,Paperback,978315743146,82 ,3.9,80221
Confessions of an Ugly Stepsister,Gregory Maguire,Paperback,978315743147,372 ,3.52,54453
"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall|Denver Moore|Lynn Vincent,Hardcover,978315743148,240 ,4.22,67824
Gregor the Overlander,Suzanne Collins,Paperback,978315743149,326 ,4,79869
The Raw Shark Texts,Steven Hall,Hardcover,978315743150,427 ,3.87,14896
Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan|Ann Druyan,Paperback,978315743151,384 ,4.33,23707
Faust,Johann Wolfgang von Goethe|Walter Kaufmann,Paperback,978315743152,503 ,3.97,24961
The Nanny Diaries,Emma McLaughlin|Nicola Kraus,Paperback,978315743153,306 ,3.41,341820
Crashing Down to Earth,Terry  Reid,ebook,978315743154,,4.33,88
The Analyst,John Katzenbach,Paperback,978315743155,491 ,4.12,25400
Lord Foul's Bane,Stephen R. Donaldson,Mass Market Paperback,978315743156,480 ,3.72,38253
The Black Prism,Brent Weeks,Hardcover,978315743157,629 ,4.24,76656
Wolves of the Calla,Stephen King|Bernie Wrightson,Mass Market Paperback,978315743158,931 ,4.18,131292
The Raven King,Maggie Stiefvater,Hardcover,978315743159,439 ,4.31,65787
Enclave,Ann Aguirre,Hardcover,978315743160,259 ,3.92,61480
The Longest Ride,Nicholas Sparks,Hardcover,978315743161,398 ,4.14,98301
Gone Girl,Gillian Flynn,Mass Market Paperback,978315743162,555 ,4.05,1850347
Pleasure Unbound,Larissa Ione,Mass Market Paperback,978315743163,389 ,4.06,45462
Columbine,Dave Cullen,Hardcover,978315743164,417 ,4.27,55686
The Two Princesses of Bamarre,Gail Carson Levine,Paperback,978315743165,304 ,4.03,63390
My Man Jeeves,P.G. Wodehouse,Hardcover,978315743166,256 ,4.12,30178
The Tao of Pooh,Benjamin Hoff|Ernest H. Shepard,Paperback,978315743167,176 ,4.02,85742
Special Topics in Calamity Physics,Marisha Pessl,Hardcover,978315743168,514 ,3.71,36557
Ship of Destiny,Robin Hobb,Paperback,978315743169,789 ,4.21,47098
Wide Sargasso Sea,Jean Rhys,Paperback,978315743170,190 ,3.57,51469
John Dies at the End,David  Wong,Paperback,978315743171,362 ,3.91,51578
The V Girl,Mya Robarts,Kindle Edition,978315743172,341 ,4.01,6029
Feet of Clay,Terry Pratchett,Paperback,978315743173,260 ,4.27,59090
The House at Pooh Corner and Now We Are Six,A.A. Milne,Audio Cassette,978315743174,,4.26,616
Fifth Business,Robertson Davies,Paperback,978315743175,252 ,4.04,14793
Kiss of Crimson,Lara Adrian,Mass Market Paperback,978315743176,387 ,4.16,37125
The Baron in the Trees,Italo Calvino|Archibald Colquhoun,Paperback,978315743177,217 ,4.06,22199
Love Unscripted,Tina Reber,Paperback,978315743178,668 ,4.03,65681
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,Paperback,978315743179,383 ,3.96,44793
Green Rider,Kristen Britain,Mass Market Paperback,978315743180,471 ,4.09,27955
Travels with Charley: In Search of America,John Steinbeck,Paperback,978315743181,214 ,4.07,58373
My Wolf's Bane,Veronica Blade,Paperback,978315743182,389 ,3.78,1032
Rule,Jay Crownover,Kindle Edition,978315743183,369 ,4.15,87829
The Bone Season,Samantha Shannon,Hardcover,978315743184,466 ,3.76,47451
Titus Groan,Mervyn Peake,Paperback,978315743185,396 ,3.91,13276
Believing Christ: The Parable of the Bicycle and Other Good News,Stephen E. Robinson,Paperback,978315743186,160 ,4.5,13968
Illusions,Aprilynne Pike,Hardcover,978315743187,375 ,4.11,29088
A Little Life,Hanya Yanagihara,Hardcover,978315743188,720 ,4.29,123580
Magic's Pawn,Mercedes Lackey,Mass Market Paperback,978315743189,349 ,4.21,22029
The Slippery Slope,Lemony Snicket|Brett Helquist,Hardcover,978315743190,337 ,4.01,93250
The Player of Games,Iain M. Banks,Paperback,978315743191,293 ,4.26,49772
Lincoln,Gore Vidal,Paperback,978315743192,672 ,4.2,7538
The Golden Notebook,Doris Lessing,Paperback,978315743193,640 ,3.76,16874
Einstein's Dreams,Alan Lightman,Paperback,978315743194,144 ,4.08,26938
Secrets of the Realm,Bev Stout,ebook,978315743195,,3.94,484
The Richest Man in Babylon,George S. Clason,Paperback,978315743196,194 ,4.25,70852
The Lost World,Arthur Conan Doyle,Paperback,978315743197,272 ,3.92,48932
The Secret Keeper,Kate Morton,Hardcover,978315743198,484 ,4.13,114924
A Tale for the Time Being,Ruth Ozeki,Hardcover,978315743199,422 ,3.99,68353
Blankets,Craig Thompson,Paperback,978315743200,592 ,4.06,79836
"The Absolute Sandman, Volume One",Neil Gaiman|Mike Dringenberg|Chris Bachalo|Michael Zulli|Kelly Jones|Charles Vess|Colleen Doran|Malcolm Jones III|Steve Parkhouse|Daniel Vozzo|Lee Loughridge|Steve Oliff|Todd Klein|Dave McKean|Sam Kieth,Slipcased Hardcover,978315743201,612 ,4.65,14832
Ten Tiny Breaths,K.A. Tucker,Paperback,978315743202,262 ,4.15,64205
The Complete Stories,Franz Kafka|Nahum N. Glatzer|John Updike|Willa Muir|Edwin Muir|Tania Stern|James Stern|Ernst Kaiser|Eithne Wilkins,Paperback,978315743203,486 ,4.35,21942
The Second Sex,Simone de Beauvoir|H.M. Parshley|Deirdre Bair,Paperback,978315743204,746 ,4.11,23900
War Horse,Michael Morpurgo,Hardcover,978315743205,165 ,4.14,35447
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,Paperback,978315743206,240 ,4.03,19069
Everlost,Neal Shusterman,Hardcover,978315743207,320 ,3.95,27803
Hotel on the Corner of Bitter and Sweet,Jamie Ford,Hardcover,978315743208,290 ,4,231767
Demon from the Dark,Kresley Cole,Mass Market Paperback,978315743209,430 ,4.47,39006
Millennium Approaches,Tony Kushner,Paperback,978315743210,119 ,4.27,18252
Memoirs of a Geisha,Arthur Golden,Mass Market Paperback,978315743211,503 ,4.09,1526205
Tiger's Destiny,Colleen Houck,Hardcover,978315743212,464 ,4.4,21144
Nevermore,James Patterson,Hardcover,978315743213,368 ,3.88,32437
The Laughing Corpse,Laurell K. Hamilton,Paperback,978315743214,301 ,4.12,73519
Lover Reborn,J.R. Ward,Hardcover,978315743215,572 ,4.35,68111
My Blood Approves,Amanda Hocking,Paperback,978315743216,261 ,3.83,27795
The Sheltering Sky,Paul Bowles,Paperback,978315743217,342 ,3.91,21877
Throne of Glass,Sarah J. Maas,Paperback,978315743218,404 ,4.22,424675
Lover at Last,J.R. Ward,Hardcover,978315743219,608 ,4.31,55823
Night Embrace,Sherrilyn Kenyon,Mass Market Paperback,978315743220,408 ,4.25,50913
Light,Michael  Grant,Hardcover,978315743221,411 ,4.39,29732
A Fistful of Charms,Kim Harrison,Mass Market Paperback,978315743222,510 ,4.29,49550
Into the Wilderness,Sara Donati,Paperback,978315743223,876 ,4.1,31013
Remember Me?,Sophie Kinsella,Hardcover,978315743224,352 ,3.77,199146
The Last Kingdom,Bernard Cornwell,Paperback,978315743225,351 ,4.24,55058
Temple of the Winds,Terry Goodkind|Dick Hill,Audio CD,978315743226,822 ,4.03,67956
The Tortilla Curtain,T. Coraghessan Boyle,Paperback,978315743227,355 ,3.65,24663
Walden & Civil Disobedience,Henry David Thoreau|W.S. Merwin,Paperback,978315743228,320 ,3.95,31917
Partials,Dan Wells,Hardcover,978315743229,468 ,3.94,48559
Beautiful Redemption,Kami Garcia|Margaret Stohl,Hardcover,978315743230,456 ,3.93,59651
Fever 1793,Laurie Halse Anderson,Paperback,978315743231,252 ,3.91,91253
Never Never,Colleen Hoover|Tarryn Fisher,Kindle Edition,978315743232,159 ,4.1,62074
Skinny Legs and All,Tom Robbins,Paperback,978315743233,422 ,4.04,38121
Blood And Gold,Anne Rice,Paperback,978315743234,752 ,3.89,30262
Danny the Champion of the World,Roald Dahl|Quentin Blake,Hardcover,978315743235,224 ,4.08,50022
Driven,K. Bromberg,Kindle Edition,978315743236,327 ,4.3,48808
The Winter King: A Novel of Arthur,Bernard Cornwell,Paperback,978315743237,433 ,4.27,31047
The Austere Academy,Lemony Snicket|Brett Helquist,Hardcover,978315743238,221 ,3.98,115048
"Collected Poems, 1909-1962",T.S. Eliot,Hardcover,978315743239,240 ,4.29,18538
Sweet Peril,Wendy Higgins,Paperback,978315743240,371 ,4.27,42846
The Solitude of Prime Numbers,Paolo Giordano|Shaun Whiteside,Hardcover,978315743241,271 ,3.59,39910
Slated,Teri Terry,Paperback,978315743242,439 ,4.07,22225
"Ronia, the Robber's Daughter",Astrid Lindgren|Patricia Crampton|Trina Schart Hyman,Paperback,978315743243,176 ,4.28,20150
Thief,Tarryn Fisher,Kindle Edition,978315743244,273 ,4.38,31335
The Chrysalids,John Wyndham,Mass Market Paperback,978315743245,200 ,3.92,36755
The Lions of Al-Rassan,Guy Gavriel Kay,Paperback,978315743246,528 ,4.28,16899
Suvashun,Simin Daneshvar|Joaquín Rodríguez Vargas,Paperback,978315743247,392 ,3.87,4974
Wolfsbane,Andrea Cremer,Hardcover,978315743248,390 ,4.11,44947
Little Bee,Chris Cleave,Paperback,978315743249,266 ,3.71,209707
Alcoholics Anonymous,Alcoholics Anonymous,Paperback,978315743250,576 ,4.44,6829
The Bridge of San Luis Rey,Thornton Wilder,Paperback,978315743251,160 ,3.8,26431
The Myth of Sisyphus and Other Essays,Albert Camus|Justin O'Brien,Paperback,978315743252,212 ,4.19,34433
Pilgrim at Tinker Creek,Annie Dillard,Paperback,978315743253,288 ,4.11,18891
Snow,Orhan Pamuk|Maureen Freely,Paperback,978315743254,463 ,3.57,33422
Aztec,Gary Jennings,Paperback,978315743255,754 ,4.2,14691
Life... Love... Kumbh...,Aporva Kala,Paperback,978315743256,290 ,4.1,153
Independent People,Halldór Kiljan Laxness|James Anderson Thompson,Paperback,978315743257,482 ,4.18,7397
Bloodrose,Andrea Cremer,Hardcover,978315743258,406 ,4.06,26282
Слънце недосегаемо,Николай Теллалов,Paperback,978315743259,624 ,4.1,109
Heir to the Empire,Timothy Zahn,Paperback,978315743260,404 ,4.13,60699
The Man Who Was Thursday: A Nightmare,G.K. Chesterton|Jonathan Lethem,Paperback,978315743261,182 ,3.85,25727
